Name;SMILES
C([C])([C])(C1=[C]C(=[C][C]=[C]1)N1[C][C]N([C])[C][C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C([C])([C])(C1=[C]C(=[C][C]=[C]1)N1[C][C]N([C])[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C([C])([C])(C1=[C][C]=[C]C(=[C]1)N1[C][C]N([C])[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C([C])([C])(C1=[C][C]=[C]C(=[C]1)N1[C][C]N([C])[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C([C])([C])(C1=[C][C]=[C]C(=[C]1)N1[C][C]N([C])[C][C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	="
4596;"C(F)(F)(C1=[C]C(=[C][C]=N1)C1=[C]N=[C]N=[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)C1=[C]N=[C]N=[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)C1=[C]N=[C]N=[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)C1=[C]N=[C]N=[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=N1)C1=[C]N=[C]N=[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)C1=[C]N=[C]N=[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)C1=[C]N=[C]N=[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=N1)C1=[C]N=[C]N=[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	="
1005;"C1(=N[C]=C([C]=[C]1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=N[C]=C([C]=[C]1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=N[C]=C([C]=[C]1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=N[C]=C([C]=[C]1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	="
8210;"C1(=[C]N=C([C]=[C]1)N[C]C1=[C]C(=[C]N=[C]1)C1=[C][C]=[C]N=[C]1)C(=O)N	=
C1(=[C]N=C([C]=[C]1)N[C]C1=[C]N=[C]C(=[C]1)C1=[C]N=[C][C]=[C]1)C(=O)N	=
C1(=[C][C]=C(N[C]C2=[C]C(=[C]N=[C]2)C2=[C][C]=[C]N=[C]2)N=[C]1)C(=O)N	=
C1(=[C]N=C([C]=[C]1)N[C]C1=[C]C(=[C]N=[C]1)C1=[C][C]=[C]N=[C]1)C(=O)N	=
C1(=[C][C]=C(N[C]C2=[C]N=[C]C(=[C]2)C2=[C][C]=[C]N=[C]2)N=[C]1)C(=O)N	=
C1(=[C]N=C([C]=[C]1)N[C]C1=[C]N=[C]C(=[C]1)C1=[C][C]=[C]N=[C]1)C(=O)N	=
C1(=[C][C]=C(N[C]C2=[C]C(=[C]N=[C]2)C2=[C][C]=[C]N=[C]2)N=[C]1)C(=O)N	=
C1(=[C]N=C([C]=[C]1)N[C]C1=[C]C(=[C]N=[C]1)C1=[C]N=[C][C]=[C]1)C(=O)N	=
C1(=[C]N=C([C]=[C]1)N[C]C1=[C]C(=[C]N=[C]1)C1=[C][C]=[C]N=[C]1)C(=O)N	="
4252;"C(F)(F)(C1=[C][C]=C(F)C(=[C]1)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)F)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=C(F)C(=[C]1)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)F)O[C]1[C][C]O1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)F)O[C]1[C][C]O1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C][C]=C(F)C(=[C]1)O[C]1[C][C]O1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C][C]=C(F)C(=[C]1)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)F)O[C]1[C][C]O1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	="
9060;"[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C][C]=[C]C(=[C]1)C1=N[C]=[C][C]=N1	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C]C(=[C][C]=[C]1)C1=N[C]=[C][C]=N1	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C][C]=[C]C(=[C]1)C1=N[C]=[C][C]=N1	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C]C(=[C][C]=[C]1)C1=N[C]=[C][C]=N1	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)[C]C1=[C][C]=[C]C(=[C]1)C1=N[C]=[C][C]=N1	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C]C(=[C][C]=[C]1)C1=N[C]=[C][C]=N1	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)[C]C1=[C]C(=[C][C]=[C]1)C1=N[C]=[C][C]=N1	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)[C]C1=[C]C(=[C][C]=[C]1)C1=N[C]=[C][C]=N1	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)[C]C1=[C]C(=[C][C]=[C]1)C1=N[C]=[C][C]=N1	="
195;"C1(=N[C]=C([C]=[C]1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=N[C]=C([C]=[C]1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=N[C]=C([C]=[C]1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	=
C1(=[C][C]=C([C]=N1)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2)[C][C]1[C][C][C]([C][C]1)N	="
1684;"C1([C][C]1)(C1=[C][C]=NC(=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C][C]=C(N=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C]C(=N[C]=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C][C]=C(N=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C][C]=NC(=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C]N=C([C]=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C][C]=NC(=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C][C]=C(N=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C][C]=NC(=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C]N=C([C]=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C]C(=N[C]=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C]N=C([C]=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C][C]=NC(=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C]N=C([C]=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C]C(=N[C]=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C]N=C([C]=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C]C(=N[C]=[C]1)N1[C][C][C]([C])[C][C]1)NC1=[C]N=C([C]=[C]1)C(=O)N	="
6194;"[C](NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=N[C]=[C]1)C1=[C]C(=[C][C]=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=NC(=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=N[C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=N[C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=N[C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=N[C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=NC(=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C][C]=NC(=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=NC(=[C]1)C1=[C]C(=[C][C]=[C]1)F	="
1545;"[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C]([C]1[C][C][C]N([C]1)[C]C1=[C][C]=C([C]=[C]1)O)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	="
8254;"C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=C([C]=N1)O[C]	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=C([C]=N1)O[C]	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=N[C]=C([C]=[C]1)O[C]	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=N[C]=C([C]=[C]1)O[C]	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=C([C]=N1)O[C]	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=N[C]=C([C]=[C]1)O[C]	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=C([C]=N1)O[C]	="
5962;"[C](N1[C][C][C]([C]1)NC1=NC(=[C][C]=[C]1)Cl)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C](N1[C][C][C]([C]1)NC1=NC(=[C][C]=[C]1)Cl)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C](N1[C][C][C]([C]1)NC1=[C][C]=[C]C(=N1)Cl)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C](N1[C][C][C]([C]1)NC1=[C][C]=[C]C(=N1)Cl)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C](N1[C][C][C]([C]1)NC1=NC(=[C][C]=[C]1)Cl)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
[C](N1[C][C][C]([C]1)NC1=NC(=[C][C]=[C]1)Cl)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
[C](N1[C][C][C]([C]1)NC1=[C][C]=[C]C(=N1)Cl)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C](N1[C][C][C]([C]1)NC1=NC(=[C][C]=[C]1)Cl)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C](N1[C][C][C]([C]1)NC1=[C][C]=[C]C(=N1)Cl)[C]NC1=[C][C]=C([C]=N1)C(=O)N	="
8988;"C(F)(F)(C1=[C][C]=[C]C(=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)[C]1[C][C]O[C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	="
3696;"[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C][C]=[C]C(=N1)C1=[C]N=[C]C(=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=NC(=[C][C]=[C]1)C1=[C]C(=[C]N=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=NC(=[C][C]=[C]1)C1=[C]C(=[C]N=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C][C]=[C]C(=N1)C1=[C]C(=[C]N=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=NC(=[C][C]=[C]1)C1=[C]N=[C]C(=[C]1)F	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)[C]C1=NC(=[C][C]=[C]1)C1=[C]C(=[C]N=[C]1)F	=
[C](NC1=[C][C]=C([C]=N1)C(=O)N)[C]C1=NC(=[C][C]=[C]1)C1=[C]N=[C]C(=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C][C]=[C]C(=N1)C1=[C]C(=[C]N=[C]1)F	=
[C](NC1=N[C]=C([C]=[C]1)C(=O)N)[C]C1=[C][C]=[C]C(=N1)C1=[C]C(=[C]N=[C]1)F	="
2710;"C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=[C]N=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C]N=[C]1	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C]N=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C]N=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C]N=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C]N=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C]N=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C]N=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=[C]N=[C]1	="
2193;"[C](C1=NN([C]=[C]1)[C]C1=[C][C]=C(C(=[C]1)F)C#N)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=NN([C]=[C]1)[C]C1=[C][C]=C(C(=[C]1)F)C#N)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=NN([C]=[C]1)[C]C1=[C][C]=C(C(=[C]1)F)C#N)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=NN([C]=[C]1)[C]C1=[C][C]=C(C(=[C]1)F)C#N)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=NN([C]=[C]1)[C]C1=[C][C]=C(C(=[C]1)F)C#N)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=NN([C]=[C]1)[C]C1=[C][C]=C(C(=[C]1)F)C#N)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=NN([C]=[C]1)[C]C1=[C][C]=C(C(=[C]1)F)C#N)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=NN([C]=[C]1)[C]C1=[C]C(=C([C]=[C]1)C#N)F)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=NN([C]=[C]1)[C]C1=[C][C]=C(C(=[C]1)F)C#N)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	="
1610;"C1(=[C][C]=NC(=[C]1)C1=[C][C]=NC(=[C]1)C(F)(F)F)[C]NC1=[C]C(=[C]N=[C]1)C(F)(F)F	=
C1(=[C]C(=N[C]=[C]1)C1=[C]C(=N[C]=[C]1)C(F)(F)F)[C]NC1=[C]C(=[C]N=[C]1)C(F)(F)F	=
C1(=[C][C]=NC(=[C]1)C1=[C]C(=N[C]=[C]1)C(F)(F)F)[C]NC1=[C]C(=[C]N=[C]1)C(F)(F)F	=
C1(=[C]C(=N[C]=[C]1)C1=[C]C(=N[C]=[C]1)C(F)(F)F)[C]NC1=[C]C(=[C]N=[C]1)C(F)(F)F	=
C1(=[C]C(=N[C]=[C]1)C1=[C]C(=N[C]=[C]1)C(F)(F)F)[C]NC1=[C]N=[C]C(=[C]1)C(F)(F)F	=
C1(=[C][C]=NC(=[C]1)C1=[C][C]=NC(=[C]1)C(F)(F)F)[C]NC1=[C]N=[C]C(=[C]1)C(F)(F)F	=
C1(=[C][C]=NC(=[C]1)C1=[C]C(=N[C]=[C]1)C(F)(F)F)[C]NC1=[C]N=[C]C(=[C]1)C(F)(F)F	=
C1(=[C][C]=NC(=[C]1)C1=[C]C(=N[C]=[C]1)C(F)(F)F)[C]NC1=[C]C(=[C]N=[C]1)C(F)(F)F	=
C1(=[C]C(=N[C]=[C]1)C1=[C][C]=NC(=[C]1)C(F)(F)F)[C]NC1=[C]N=[C]C(=[C]1)C(F)(F)F	="
1055;"C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=[C][C]=[C]C(=N1)C(=O)N	=
C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=NC(=[C][C]=[C]1)C(=O)N	=
C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=[C][C]=[C]C(=N1)C(=O)N	=
C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=[C][C]=[C]C(=N1)C(=O)N	=
C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=NC(=[C][C]=[C]1)C(=O)N	=
C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=[C][C]=[C]C(=N1)C(=O)N	=
C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=[C][C]=[C]C(=N1)C(=O)N	=
C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=NC(=[C][C]=[C]1)C(=O)N	=
C1([C][C]1)(NC1=N[C]=C([C]=N1)C(F)(F)F)C1=[C][C]=[C]C(=N1)C(=O)N	="
9006;"C(F)(F)(C1=[C]C(=[C]C(=[C]1)C(F)(F)F)[C]1[C][C][C][C][C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C]C(=[C]1)C(F)(F)F)[C]1[C][C][C][C][C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C]C(=[C]1)[C]1[C][C][C][C][C]1)C(F)(F)F)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C]C(=[C]1)[C]1[C][C][C][C][C]1)C(F)(F)F)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C]C(=[C]1)C(F)(F)F)[C]1[C][C][C][C][C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C]C(=[C]1)[C]1[C][C][C][C][C]1)C(F)(F)F)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C]C(=[C]1)[C]1[C][C][C][C][C]1)C(F)(F)F)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C]C(=[C]1)C(F)(F)F)[C]1[C][C][C][C][C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C]C(=[C]1)C(F)(F)F)[C]1[C][C][C][C][C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	="
5386;"C(F)(F)(C1=[C][C]=[C]C(=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)N[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	="
9154;"C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C]C(=[C][C]=[C]1)F	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C]C(=[C][C]=[C]1)F	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C]C(=[C][C]=[C]1)F	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=[C]C(=[C]1)F	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C]C(=[C]1)F	="
7530;"C(F)(F)(C1=[C][C]=[C]C(=[C]1)C1=N[C]=[C][C]=N1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)C1=N[C]=[C][C]=N1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)C1=N[C]=[C][C]=N1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)C1=N[C]=[C][C]=N1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)C1=N[C]=[C][C]=N1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
